,V_p,A_p,theta,airspeed
647,1859.0,1742.0,-0.357777,12.0
648,1859.0,1744.0,-0.358546,12.0
649,1862.0,1744.0,-0.358449,12.0
650,1857.0,1744.0,-0.355921,12.0
651,1866.0,1741.0,-0.352858,12.0
652,1862.0,1748.0,-0.351973,12.0
653,1871.0,1756.0,-0.349365,12.0
654,1865.0,1754.0,-0.346619,12.0
655,1866.0,1751.0,-0.344821,12.0
656,1870.0,1755.0,-0.343602,12.0
657,1867.0,1758.0,-0.341471,12.0
658,1871.0,1758.0,-0.336889,12.0
659,1861.0,1746.0,-0.333229,12.0
660,1874.0,1763.0,-0.330903,12.0
661,1875.0,1764.0,-0.329391,12.0
662,1888.0,1772.0,-0.323777,12.0
663,1870.0,1762.0,-0.31693,12.0
664,1886.0,1772.0,-0.310538,12.0
665,1889.0,1775.0,-0.305884,12.0
666,1873.0,1763.0,-0.301457,12.0
667,1875.0,1764.0,-0.297756,12.0
668,1886.0,1775.0,-0.294854,12.0
669,1883.0,1768.0,-0.29139,12.0
670,1882.0,1768.0,-0.288424,12.0
671,1882.0,1772.0,-0.286963,12.0
672,1894.0,1783.0,-0.283789,12.0
673,1896.0,1782.0,-0.27569,12.0
674,1889.0,1775.0,-0.268642,12.0
675,1881.0,1773.0,-0.264449,12.0
676,1894.0,1785.0,-0.26305,12.0
677,1895.0,1783.0,-0.25947,12.0
678,1899.0,1781.0,-0.25594,12.0
679,1896.0,1781.0,-0.253531,12.0
680,1891.0,1781.0,-0.248829,12.0
681,1891.0,1785.0,-0.244157,12.0
682,1892.0,1783.0,-0.239585,12.0
683,1894.0,1791.0,-0.235798,12.0
684,1895.0,1785.0,-0.231387,12.0
685,1892.0,1787.0,-0.228365,12.0
686,1893.0,1786.0,-0.226753,12.0
687,1893.0,1784.0,-0.224783,12.0
688,1904.0,1795.0,-0.22252,12.0
689,1894.0,1779.0,-0.222765,12.0
690,1892.0,1787.0,-0.223536,12.0
691,1900.0,1794.0,-0.219153,12.0
692,1910.0,1803.0,-0.212713,12.0
693,1909.0,1806.0,-0.20539,12.0
694,1912.0,1809.0,-0.199938,12.0
695,1914.0,1808.0,-0.197248,12.0
696,1901.0,1792.0,-0.195548,12.0
697,1897.0,1795.0,-0.194765,12.0
698,1902.0,1799.0,-0.192433,12.0
699,1901.0,1800.0,-0.189602,12.0
700,1907.0,1806.0,-0.185595,12.0
701,1916.0,1815.0,-0.180626,12.0
702,1901.0,1804.0,-0.176975,12.0
703,1914.0,1810.0,-0.173558,12.0
704,1911.0,1812.0,-0.170976,12.0
705,1905.0,1810.0,-0.168505,12.0
706,1907.0,1813.0,-0.163465,12.0
707,1928.0,1828.0,-0.157747,12.0
708,1921.0,1830.0,-0.150722,12.0
709,1913.0,1821.0,-0.146205,12.0
710,1916.0,1828.0,-0.143208,12.0
711,1913.0,1829.0,-0.140011,12.0
712,1922.0,1832.0,-0.134044,12.0
713,1935.0,1849.0,-0.128259,12.0
714,1922.0,1835.0,-0.122021,12.0
715,1928.0,1840.0,-0.119597,12.0
716,1915.0,1837.0,-0.11847,12.0
717,1929.0,1852.0,-0.116047,12.0
718,1923.0,1843.0,-0.110735,12.0
719,1928.0,1855.0,-0.104191,12.0
720,1927.0,1850.0,-0.097242,12.0
721,1926.0,1855.0,-0.092869,12.0
722,1925.0,1856.0,-0.088158,12.0
723,1935.0,1859.0,-0.084188,12.0
724,1928.0,1864.0,-0.079443,12.0
725,1931.0,1866.0,-0.072165,12.0
726,1930.0,1871.0,-0.06704,12.0
727,1934.0,1874.0,-0.063134,12.0
728,1932.0,1872.0,-0.06014,12.0
729,1929.0,1872.0,-0.057782,12.0
730,1926.0,1878.0,-0.053654,12.0
731,1935.0,1881.0,-0.046292,12.0
732,1933.0,1888.0,-0.038076,12.0
733,1934.0,1891.0,-0.029591,12.0
734,1932.0,1894.0,-0.024126,12.0
735,1927.0,1891.0,-0.018931,12.0
736,1936.0,1902.0,-0.014334,12.0
737,1936.0,1906.0,-0.00794,12.0
738,1938.0,1912.0,0.001103,12.0
739,1938.0,1912.0,0.008883,12.0
740,1936.0,1919.0,0.014742,12.0
741,1936.0,1921.0,0.022137,12.0
742,1936.0,1924.0,0.027822,12.0
743,1929.0,1916.0,0.033179,12.0
744,1933.0,1928.0,0.038625,12.0
745,1934.0,1936.0,0.04422,12.0
746,1933.0,1939.0,0.051032,12.0
747,1926.0,1932.0,0.058759,12.0
748,1928.0,1944.0,0.066735,12.0
749,1920.0,1946.0,0.073613,12.0
750,1922.0,1953.0,0.081815,12.0
751,1918.0,1956.0,0.090261,12.0
752,1913.0,1961.0,0.098225,12.0
753,1911.0,1966.0,0.106266,12.0
754,1912.0,1970.0,0.11357,12.0
755,1908.0,1971.0,0.11812,12.0
756,1908.0,1973.0,0.122454,12.0
757,1906.0,1978.0,0.125296,12.0
758,1905.0,1980.0,0.132447,12.0
759,1911.0,1977.0,0.138648,12.0
760,1904.0,1981.0,0.142529,12.0
761,1903.0,1986.0,0.147414,12.0
762,1898.0,1991.0,0.153119,12.0
763,1892.0,1992.0,0.159498,12.0
764,1894.0,1991.0,0.165082,12.0
765,1897.0,1998.0,0.170565,12.0
766,1891.0,2001.0,0.175978,12.0
767,1891.0,2005.0,0.180685,12.0
768,1887.0,2007.0,0.186223,12.0
769,1881.0,2001.0,0.193884,12.0
770,1879.0,2012.0,0.199955,12.0
771,1876.0,2008.0,0.205304,12.0
772,1870.0,2018.0,0.211444,12.0
773,1873.0,2020.0,0.215697,12.0
774,1875.0,2020.0,0.218692,12.0
775,1869.0,2020.0,0.223074,12.0
776,1866.0,2024.0,0.228221,12.0
777,1868.0,2024.0,0.232909,12.0
778,1862.0,2027.0,0.236281,12.0
779,1857.0,2024.0,0.240326,12.0
780,1870.0,2036.0,0.245062,12.0
781,1873.0,2046.0,0.24866,12.0
782,1851.0,2032.0,0.253301,12.0
783,1855.0,2035.0,0.258918,12.0
784,1854.0,2042.0,0.264318,12.0
785,1842.0,2040.0,0.271126,12.0
786,1836.0,2033.0,0.276128,12.0
787,1835.0,2038.0,0.280626,12.0
788,1832.0,2043.0,0.282906,12.0
789,1836.0,2045.0,0.286525,12.0
790,1833.0,2046.0,0.289498,12.0
791,1828.0,2044.0,0.293197,12.0
792,1843.0,2054.0,0.297549,12.0
793,1825.0,2044.0,0.29826,12.0
794,1825.0,2038.0,0.298144,12.0
795,1821.0,2037.0,0.298059,12.0
796,1836.0,2049.0,0.299612,12.0
797,1832.0,2052.0,0.302103,12.0
798,1838.0,2060.0,0.305768,12.0
799,1824.0,2048.0,0.308982,12.0
800,1842.0,2055.0,0.312432,12.0
801,1823.0,2041.0,0.314362,12.0
802,1815.0,2036.0,0.315122,12.0
803,1836.0,2050.0,0.316924,12.0
804,1829.0,2040.0,0.318512,12.0
805,1832.0,2044.0,0.32217,12.0
806,1821.0,2036.0,0.325825,12.0
807,1821.0,2028.0,0.327816,12.0
808,1826.0,2031.0,0.329059,12.0
809,1830.0,2024.0,0.324933,12.0
810,1827.0,2025.0,0.319949,12.0
811,1822.0,2028.0,0.322508,12.0
812,1830.0,2031.0,0.325957,12.0
813,1831.0,2027.0,0.324189,12.0
814,1818.0,2022.0,0.322052,12.0
815,1830.0,2029.0,0.322829,12.0
816,1825.0,2018.0,0.32341,12.0
817,1833.0,2029.0,0.324104,12.0
818,1832.0,2027.0,0.323115,12.0
819,1825.0,2020.0,0.319769,12.0
820,1831.0,2019.0,0.317685,12.0
821,1838.0,2024.0,0.31649,12.0
822,1821.0,2015.0,0.317547,12.0
823,1823.0,2014.0,0.316828,12.0
824,1824.0,2015.0,0.313493,12.0
825,1840.0,2015.0,0.310652,12.0
826,1829.0,2006.0,0.306826,12.0
827,1840.0,2014.0,0.300953,12.0
828,1837.0,2006.0,0.294127,12.0
829,1844.0,2005.0,0.289701,12.0
830,1842.0,2003.0,0.286257,12.0
831,1845.0,2005.0,0.280309,12.0
832,1849.0,2006.0,0.274174,12.0
833,1846.0,1998.0,0.26796,12.0
834,1859.0,2005.0,0.263139,12.0
835,1844.0,1997.0,0.260803,12.0
836,1861.0,2010.0,0.258842,12.0
837,1858.0,2012.0,0.257298,12.0
838,1851.0,2005.0,0.256242,12.0
839,1853.0,2007.0,0.252835,12.0
840,1854.0,2005.0,0.249182,12.0
841,1856.0,2005.0,0.246398,12.0
842,1857.0,2003.0,0.242961,12.0
843,1853.0,2004.0,0.240533,12.0
844,1862.0,2001.0,0.23736,12.0
845,1868.0,1997.0,0.227467,12.0
846,1862.0,1986.0,0.217726,12.0
847,1875.0,1987.0,0.207933,12.0
848,1879.0,1988.0,0.199828,12.0
849,1877.0,1981.0,0.196238,12.0
850,1869.0,1980.0,0.193479,12.0
851,1879.0,1985.0,0.190926,12.0
852,1883.0,1982.0,0.186184,12.0
853,1884.0,1978.0,0.180725,12.0
854,1881.0,1976.0,0.175066,12.0
855,1885.0,1974.0,0.169334,12.0
856,1889.0,1975.0,0.164842,12.0
857,1891.0,1972.0,0.161172,12.0
858,1895.0,1970.0,0.157675,12.0
859,1891.0,1972.0,0.154125,12.0
860,1888.0,1970.0,0.151454,12.0
861,1891.0,1964.0,0.147964,12.0
862,1891.0,1965.0,0.142597,12.0
863,1898.0,1964.0,0.136279,12.0
864,1893.0,1962.0,0.132384,12.0
865,1894.0,1959.0,0.127744,12.0
866,1900.0,1958.0,0.121835,12.0
867,1895.0,1951.0,0.117184,12.0
868,1900.0,1954.0,0.111578,12.0
869,1900.0,1945.0,0.105886,12.0
870,1893.0,1938.0,0.100411,12.0
871,1913.0,1942.0,0.094866,12.0
872,1908.0,1941.0,0.088022,12.0
873,1914.0,1938.0,0.0812,12.0
874,1914.0,1935.0,0.075278,12.0
875,1915.0,1935.0,0.069876,12.0
876,1919.0,1934.0,0.064382,12.0
877,1927.0,1929.0,0.058302,12.0
878,1928.0,1923.0,0.050553,12.0
879,1927.0,1921.0,0.043346,12.0
880,1928.0,1921.0,0.037654,12.0
881,1924.0,1919.0,0.032399,12.0
882,1933.0,1915.0,0.025205,12.0
883,1932.0,1913.0,0.018544,12.0
884,1934.0,1904.0,0.011506,12.0
885,1929.0,1900.0,0.001588,12.0
886,1932.0,1895.0,-0.007817,12.0
887,1932.0,1893.0,-0.017373,12.0
888,1932.0,1891.0,-0.025043,12.0
889,1931.0,1885.0,-0.032857,12.0
890,1928.0,1880.0,-0.039363,12.0
891,1926.0,1872.0,-0.047618,12.0
892,1926.0,1870.0,-0.056793,12.0
893,1928.0,1866.0,-0.066448,12.0
894,1929.0,1858.0,-0.075432,12.0
895,1932.0,1858.0,-0.085312,12.0
896,1929.0,1852.0,-0.093793,12.0
897,1924.0,1846.0,-0.100367,12.0
898,1929.0,1844.0,-0.109019,12.0
899,1926.0,1842.0,-0.117288,12.0
900,1922.0,1834.0,-0.125581,12.0
901,1928.0,1836.0,-0.133252,12.0
902,1918.0,1820.0,-0.140924,12.0
903,1923.0,1819.0,-0.147772,12.0
904,1914.0,1810.0,-0.154515,12.0
905,1934.0,1823.0,-0.161515,12.0
906,1913.0,1811.0,-0.168629,12.0
907,1912.0,1801.0,-0.17591,12.0
908,1926.0,1808.0,-0.181926,12.0
909,1910.0,1797.0,-0.187028,12.0
910,1905.0,1794.0,-0.19208,12.0
911,1907.0,1789.0,-0.199534,12.0
912,1903.0,1785.0,-0.207284,12.0
913,1900.0,1776.0,-0.215181,12.0
914,1896.0,1772.0,-0.221492,12.0
915,1892.0,1769.0,-0.228316,12.0
916,1889.0,1765.0,-0.235477,12.0
917,1888.0,1765.0,-0.241644,12.0
918,1892.0,1770.0,-0.24778,12.0
919,1890.0,1763.0,-0.252966,12.0
920,1896.0,1763.0,-0.259554,12.0
921,1892.0,1756.0,-0.264721,12.0
922,1885.0,1752.0,-0.269627,12.0
923,1893.0,1759.0,-0.27212,12.0
924,1883.0,1751.0,-0.275593,12.0
925,1884.0,1759.0,-0.281619,12.0
926,1878.0,1748.0,-0.287977,12.0
927,1883.0,1754.0,-0.290851,12.0
928,1885.0,1760.0,-0.291849,12.0
929,1879.0,1745.0,-0.294268,12.0
930,1879.0,1746.0,-0.299673,12.0
931,1869.0,1745.0,-0.307202,12.0
932,1886.0,1751.0,-0.312139,12.0
933,1878.0,1750.0,-0.313987,12.0
934,1876.0,1749.0,-0.315638,12.0
935,1871.0,1746.0,-0.318372,12.0
936,1892.0,1762.0,-0.321443,12.0
937,1872.0,1749.0,-0.322325,12.0
938,1869.0,1744.0,-0.322856,12.0
939,1867.0,1741.0,-0.325697,12.0
940,1870.0,1743.0,-0.329258,12.0
941,1862.0,1741.0,-0.333928,12.0
942,1884.0,1755.0,-0.334744,12.0
943,1883.0,1754.0,-0.336885,12.0
944,1884.0,1758.0,-0.339373,12.0
945,1859.0,1736.0,-0.342924,12.0
946,1872.0,1750.0,-0.345944,12.0
947,1861.0,1741.0,-0.347248,12.0
948,1866.0,1743.0,-0.34652,12.0
949,1864.0,1742.0,-0.345015,12.0
950,1865.0,1739.0,-0.345661,12.0
951,1864.0,1742.0,-0.348408,12.0
952,1876.0,1750.0,-0.350671,12.0
953,1878.0,1752.0,-0.350621,12.0
954,1859.0,1737.0,-0.352314,12.0
955,1857.0,1740.0,-0.355285,12.0
956,1858.0,1740.0,-0.351671,12.0
957,1854.0,1738.0,-0.349263,12.0
958,1863.0,1744.0,-0.349712,12.0
959,1863.0,1745.0,-0.353076,12.0
960,1857.0,1742.0,-0.353255,12.0
961,1867.0,1749.0,-0.352305,12.0
962,1867.0,1749.0,-0.35085,12.0
963,1863.0,1751.0,-0.350194,12.0
964,1869.0,1749.0,-0.349358,12.0
965,1869.0,1751.0,-0.349503,12.0
966,1859.0,1747.0,-0.350122,12.0
967,1865.0,1751.0,-0.349851,12.0
968,1866.0,1753.0,-0.347513,12.0
969,1866.0,1744.0,-0.345923,12.0
970,1858.0,1742.0,-0.346268,12.0
971,1861.0,1754.0,-0.348309,12.0
972,1867.0,1755.0,-0.346656,12.0
973,1875.0,1762.0,-0.341063,12.0
974,1870.0,1758.0,-0.333706,12.0
975,1866.0,1748.0,-0.331991,12.0
976,1865.0,1746.0,-0.333013,12.0
977,1868.0,1756.0,-0.335369,12.0
978,1877.0,1756.0,-0.331773,12.0
979,1878.0,1757.0,-0.324836,12.0
980,1871.0,1757.0,-0.320674,12.0
981,1867.0,1755.0,-0.319253,12.0
982,1871.0,1759.0,-0.319333,12.0
983,1877.0,1763.0,-0.319082,12.0
984,1872.0,1763.0,-0.314912,12.0
985,1877.0,1764.0,-0.309985,12.0
986,1877.0,1763.0,-0.307173,12.0
987,1875.0,1762.0,-0.30617,12.0
988,1881.0,1768.0,-0.304887,12.0
989,1881.0,1764.0,-0.302327,12.0
990,1866.0,1758.0,-0.298641,12.0
991,1876.0,1768.0,-0.296796,12.0
992,1889.0,1770.0,-0.296808,12.0
993,1885.0,1772.0,-0.292198,12.0
994,1886.0,1776.0,-0.286911,12.0
995,1890.0,1776.0,-0.281393,12.0
996,1882.0,1776.0,-0.276888,12.0
997,1891.0,1783.0,-0.272494,12.0
998,1890.0,1778.0,-0.268527,12.0
999,1893.0,1777.0,-0.266627,12.0
1000,1889.0,1783.0,-0.266221,12.0
1001,1895.0,1782.0,-0.263671,12.0
1002,1896.0,1783.0,-0.258227,12.0
1003,1893.0,1782.0,-0.25429,12.0
1004,1891.0,1783.0,-0.251761,12.0
1005,1894.0,1784.0,-0.250633,12.0
1006,1899.0,1792.0,-0.249126,12.0
1007,1895.0,1791.0,-0.244694,12.0
1008,1895.0,1788.0,-0.239375,12.0
1009,1895.0,1785.0,-0.236672,12.0
1010,1892.0,1782.0,-0.237202,12.0
1011,1893.0,1783.0,-0.236676,12.0
1012,1893.0,1785.0,-0.235279,12.0
1013,1894.0,1785.0,-0.233531,12.0
1014,1894.0,1790.0,-0.23005,12.0
1015,1902.0,1791.0,-0.226206,12.0
1016,1896.0,1793.0,-0.220556,12.0
1017,1901.0,1793.0,-0.217592,12.0
1018,1902.0,1795.0,-0.214689,12.0
1019,1891.0,1791.0,-0.2128,12.0
1020,1893.0,1787.0,-0.210205,12.0
1021,1901.0,1796.0,-0.206961,12.0
1022,1897.0,1798.0,-0.203235,12.0
1023,1905.0,1796.0,-0.199943,12.0
1024,1899.0,1795.0,-0.197134,12.0
1025,1909.0,1806.0,-0.193037,12.0
1026,1897.0,1796.0,-0.189355,12.0
1027,1914.0,1813.0,-0.185498,12.0
1028,1911.0,1808.0,-0.182165,12.0
1029,1905.0,1801.0,-0.180371,12.0
1030,1906.0,1807.0,-0.178526,12.0
1031,1915.0,1810.0,-0.17507,12.0
1032,1903.0,1806.0,-0.170378,12.0
1033,1906.0,1810.0,-0.165859,12.0
1034,1912.0,1823.0,-0.161125,12.0
1035,1911.0,1819.0,-0.157765,12.0
1036,1926.0,1832.0,-0.154615,12.0
1037,1911.0,1823.0,-0.152145,12.0
1038,1907.0,1818.0,-0.150027,12.0
1039,1904.0,1819.0,-0.146486,12.0
1040,1933.0,1834.0,-0.143922,12.0
1041,1915.0,1829.0,-0.140023,12.0
1042,1910.0,1828.0,-0.136733,12.0
1043,1908.0,1829.0,-0.134116,12.0
1044,1920.0,1836.0,-0.130644,12.0
1045,1915.0,1832.0,-0.126307,12.0
1046,1924.0,1837.0,-0.122437,12.0
1047,1917.0,1837.0,-0.118839,12.0
1048,1915.0,1840.0,-0.115565,12.0
1049,1918.0,1840.0,-0.112671,12.0
1050,1923.0,1846.0,-0.10901,12.0
1051,1924.0,1848.0,-0.104332,12.0
1052,1922.0,1847.0,-0.100129,12.0
1053,1920.0,1849.0,-0.094555,12.0
1054,1940.0,1868.0,-0.088149,12.0
1055,1949.0,1873.0,-0.083254,12.0
1056,1924.0,1857.0,-0.078805,12.0
1057,1924.0,1862.0,-0.072782,12.0
1058,1926.0,1866.0,-0.066182,12.0
1059,1930.0,1872.0,-0.061591,12.0
1060,1933.0,1874.0,-0.058576,12.0
1061,1941.0,1881.0,-0.056029,12.0
1062,1941.0,1887.0,-0.052595,12.0
1063,1924.0,1877.0,-0.047686,12.0
1064,1944.0,1891.0,-0.042296,12.0
1065,1951.0,1900.0,-0.037068,12.0
1066,1929.0,1883.0,-0.031817,12.0
1067,1927.0,1887.0,-0.026384,12.0
1068,1939.0,1901.0,-0.020565,12.0
1069,1929.0,1900.0,-0.015331,12.0
1070,1933.0,1902.0,-0.009303,12.0
1071,1934.0,1909.0,-0.002196,12.0
1072,1931.0,1909.0,0.005283,12.0
1073,1935.0,1919.0,0.0121,12.0
1074,1939.0,1923.0,0.018072,12.0
1075,1941.0,1925.0,0.025802,12.0
1076,1940.0,1934.0,0.035375,12.0
1077,1924.0,1928.0,0.042822,12.0
1078,1939.0,1936.0,0.049916,12.0
1079,1934.0,1942.0,0.05665,12.0
1080,1927.0,1951.0,0.065888,12.0
1081,1931.0,1954.0,0.076364,12.0
1082,1914.0,1958.0,0.087717,12.0
1083,1915.0,1951.0,0.095972,12.0
1084,1913.0,1964.0,0.102256,12.0
1085,1911.0,1967.0,0.107684,12.0
1086,1909.0,1971.0,0.11378,12.0
1087,1907.0,1975.0,0.119912,12.0
1088,1906.0,1976.0,0.126917,12.0
1089,1899.0,1976.0,0.134793,12.0
1090,1897.0,1984.0,0.143858,12.0
1091,1897.0,1987.0,0.153286,12.0
1092,1897.0,1994.0,0.161544,12.0
1093,1893.0,1995.0,0.169043,12.0
1094,1888.0,2000.0,0.176086,12.0
1095,1881.0,1995.0,0.183799,12.0
1096,1882.0,2006.0,0.191921,12.0
1097,1875.0,2013.0,0.199464,12.0
1098,1879.0,2019.0,0.208072,12.0
1099,1875.0,2022.0,0.21714,12.0
1100,1868.0,2026.0,0.224819,12.0
1101,1868.0,2023.0,0.234405,12.0
1102,1861.0,2030.0,0.244649,12.0
1103,1860.0,2034.0,0.25313,12.0
1104,1853.0,2037.0,0.260048,12.0
1105,1848.0,2040.0,0.264934,12.0
1106,1847.0,2043.0,0.270712,12.0
1107,1838.0,2036.0,0.277592,12.0
1108,1838.0,2038.0,0.284354,12.0
1109,1832.0,2046.0,0.289814,12.0
1110,1822.0,2038.0,0.296332,12.0
1111,1830.0,2050.0,0.30317,12.0
1112,1822.0,2050.0,0.308991,12.0
1113,1825.0,2051.0,0.315802,12.0
1114,1819.0,2054.0,0.322733,12.0
1115,1821.0,2056.0,0.329991,12.0
1116,1812.0,2042.0,0.337367,12.0
1117,1819.0,2044.0,0.34137,12.0
1118,1815.0,2048.0,0.344809,12.0
1119,1807.0,2035.0,0.346686,12.0
1120,1810.0,2038.0,0.347642,12.0
1121,1814.0,2033.0,0.34927,12.0
1122,1815.0,2027.0,0.350534,12.0
1123,1809.0,2029.0,0.351316,12.0
1124,1813.0,2039.0,0.351204,12.0
1125,1810.0,2048.0,0.352154,12.0
1126,1812.0,2055.0,0.356215,12.0
1127,1813.0,2054.0,0.36032,12.0
1128,1812.0,2053.0,0.357424,12.0
1129,1812.0,2040.0,0.355197,12.0
1130,1815.0,2057.0,0.353731,12.0
1131,1814.0,2051.0,0.352598,12.0
1132,1812.0,2049.0,0.352991,12.0
1133,1821.0,2041.0,0.351963,12.0
1134,1818.0,2047.0,0.348727,12.0
1135,1822.0,2033.0,0.346691,12.0
1136,1817.0,2030.0,0.342295,12.0
1137,1834.0,2029.0,0.333269,12.0
1138,1835.0,2016.0,0.325197,12.0
1139,1837.0,2016.0,0.319562,12.0
1140,1847.0,2029.0,0.317296,12.0
1141,1833.0,2017.0,0.312556,12.0
1142,1838.0,2018.0,0.305022,12.0
1143,1843.0,2009.0,0.296153,12.0
1144,1854.0,2023.0,0.289241,12.0
1145,1853.0,2021.0,0.282507,12.0
1146,1845.0,2012.0,0.277927,12.0
1147,1843.0,2006.0,0.272763,12.0
1148,1850.0,2010.0,0.26742,12.0
1149,1845.0,2006.0,0.26242,12.0
1150,1848.0,2002.0,0.255975,12.0
1151,1858.0,2005.0,0.24816,12.0
1152,1861.0,2001.0,0.240241,12.0
1153,1861.0,1995.0,0.234067,12.0
1154,1880.0,2014.0,0.228445,12.0
1155,1863.0,1990.0,0.224212,12.0
1156,1867.0,1994.0,0.220689,12.0
1157,1870.0,1992.0,0.217451,12.0
1158,1866.0,1987.0,0.213659,12.0
1159,1871.0,1991.0,0.208459,12.0
1160,1894.0,2000.0,0.202586,12.0
1161,1883.0,1984.0,0.196193,12.0
1162,1873.0,1981.0,0.190505,12.0
1163,1897.0,1991.0,0.186125,12.0
1164,1886.0,1987.0,0.182902,12.0
1165,1892.0,1991.0,0.18052,12.0
1166,1880.0,1972.0,0.177944,12.0
1167,1883.0,1973.0,0.173595,12.0
1168,1886.0,1978.0,0.170339,12.0
1169,1889.0,1970.0,0.167144,12.0
1170,1888.0,1975.0,0.162938,12.0
1171,1893.0,1969.0,0.157761,12.0
1172,1906.0,1977.0,0.153026,12.0
1173,1906.0,1977.0,0.148383,12.0
1174,1886.0,1963.0,0.14543,12.0
1175,1899.0,1964.0,0.142938,12.0
1176,1896.0,1960.0,0.139044,12.0
1177,1921.0,1974.0,0.133441,12.0
1178,1913.0,1971.0,0.127303,12.0
1179,1890.0,1948.0,0.121418,12.0
1180,1903.0,1954.0,0.114336,12.0
1181,1916.0,1959.0,0.107305,12.0
1182,1907.0,1947.0,0.104085,12.0
1183,1913.0,1946.0,0.099901,12.0
1184,1926.0,1952.0,0.093887,12.0
1185,1928.0,1951.0,0.0863,12.0
1186,1913.0,1936.0,0.077933,12.0
1187,1912.0,1928.0,0.070451,12.0
1188,1920.0,1928.0,0.065269,12.0
1189,1920.0,1926.0,0.062106,12.0
1190,1921.0,1925.0,0.059699,12.0
1191,1924.0,1924.0,0.058545,12.0
1192,1941.0,1936.0,0.055865,12.0
1193,1922.0,1920.0,0.05273,12.0
1194,1926.0,1928.0,0.048738,12.0
1195,1926.0,1916.0,0.045473,12.0
1196,1942.0,1929.0,0.040946,12.0
1197,1938.0,1922.0,0.037568,12.0
1198,1930.0,1915.0,0.033058,12.0
1199,1930.0,1914.0,0.027804,12.0
1200,1934.0,1905.0,0.020341,12.0
1201,1931.0,1905.0,0.012251,12.0
1202,1933.0,1899.0,0.004398,12.0
1203,1937.0,1896.0,-0.002992,12.0
1204,1937.0,1896.0,-0.009793,12.0
1205,1935.0,1891.0,-0.016479,12.0
1206,1932.0,1888.0,-0.02134,12.0
1207,1931.0,1885.0,-0.026039,12.0
1208,1932.0,1888.0,-0.032803,12.0
1209,1925.0,1875.0,-0.039005,12.0
1210,1930.0,1877.0,-0.044058,12.0
1211,1936.0,1870.0,-0.050262,12.0
1212,1923.0,1866.0,-0.055332,12.0
1213,1933.0,1869.0,-0.060965,12.0
1214,1933.0,1865.0,-0.066038,12.0
1215,1927.0,1854.0,-0.071848,12.0
1216,1930.0,1857.0,-0.078088,12.0
1217,1926.0,1854.0,-0.083887,12.0
1218,1929.0,1852.0,-0.090647,12.0
1219,1928.0,1847.0,-0.097195,12.0
1220,1925.0,1847.0,-0.102656,12.0
1221,1930.0,1841.0,-0.108127,12.0
1222,1925.0,1836.0,-0.116286,12.0
1223,1929.0,1832.0,-0.1238,12.0
1224,1925.0,1831.0,-0.131831,12.0
1225,1920.0,1827.0,-0.137494,12.0
1226,1917.0,1823.0,-0.142721,12.0
1227,1913.0,1813.0,-0.146777,12.0
1228,1921.0,1817.0,-0.152641,12.0
1229,1914.0,1812.0,-0.158792,12.0
1230,1909.0,1797.0,-0.163093,12.0
1231,1918.0,1804.0,-0.167992,12.0
1232,1917.0,1806.0,-0.173417,12.0
1233,1912.0,1798.0,-0.179363,12.0
1234,1912.0,1792.0,-0.186126,12.0
1235,1907.0,1789.0,-0.194443,12.0
1236,1904.0,1787.0,-0.201038,12.0
1237,1904.0,1781.0,-0.207684,12.0
1238,1899.0,1774.0,-0.215188,12.0
1239,1895.0,1770.0,-0.226282,12.0
1240,1894.0,1765.0,-0.236571,12.0
1241,1895.0,1761.0,-0.244493,12.0
1242,1891.0,1758.0,-0.25084,12.0
1243,1894.0,1758.0,-0.256902,12.0
1244,1894.0,1758.0,-0.262814,12.0
1245,1888.0,1754.0,-0.26655,12.0
1246,1887.0,1752.0,-0.271815,12.0
1247,1894.0,1754.0,-0.276143,12.0
1248,1884.0,1753.0,-0.279895,12.0
1249,1882.0,1747.0,-0.283055,12.0
1250,1883.0,1748.0,-0.286427,12.0
1251,1885.0,1752.0,-0.291462,12.0
1252,1883.0,1750.0,-0.297319,12.0
1253,1889.0,1753.0,-0.303507,12.0
1254,1886.0,1757.0,-0.306617,12.0
1255,1886.0,1750.0,-0.310268,12.0
1256,1877.0,1747.0,-0.31647,12.0
1257,1871.0,1746.0,-0.32266,12.0
1258,1874.0,1743.0,-0.329208,12.0
1259,1887.0,1752.0,-0.330506,12.0
1260,1864.0,1735.0,-0.331998,12.0
1261,1860.0,1735.0,-0.33727,12.0
1262,1876.0,1749.0,-0.341804,12.0
1263,1867.0,1744.0,-0.345089,12.0
1264,1858.0,1736.0,-0.345297,12.0
1265,1868.0,1745.0,-0.349495,12.0
1266,1862.0,1741.0,-0.353152,12.0
1267,1856.0,1735.0,-0.354452,12.0
1268,1866.0,1741.0,-0.356583,12.0
1269,1859.0,1736.0,-0.358548,12.0
1270,1863.0,1738.0,-0.360873,12.0
1271,1865.0,1737.0,-0.363367,12.0
1272,1864.0,1739.0,-0.365412,12.0
1273,1861.0,1735.0,-0.367794,12.0
1274,1870.0,1743.0,-0.369748,12.0
1275,1852.0,1734.0,-0.371497,12.0
1276,1852.0,1734.0,-0.37144,12.0
1277,1856.0,1738.0,-0.371543,12.0
1278,1869.0,1751.0,-0.371255,12.0
1279,1854.0,1734.0,-0.373047,12.0
1280,1863.0,1743.0,-0.374086,12.0
1281,1854.0,1737.0,-0.375648,12.0
